ScenarioID,ParallelShift_bps,TwistFactor_bps,ButterflyFactor_bps,PnL_DurationEffect_INR,PnL_ConvexityEffect_INR,PnL_Total_INR,PnL_Pct,VaR_Contribution,YieldChange,PortfolioPnL_INR,Loss_INR,PnL_Bucket
494,30.88,70.75,-6.31,-416122.64,6735.51,-409387.13,-1.277,409387.13,0.003088,-409371.5611108737,409371.5611108737,"(-595110.726, -127708.19]"
495,11.35,17.95,12.68,-152923.87,909.66,-152014.21,-0.4742,152014.21,0.001135,-152030.85342442105,152030.85342442105,"(-595110.726, -127708.19]"
496,105.49,-20.06,-31.45,-1421507.92,78600.66,-1342907.25,-4.1888,1342907.25,0.010549,-1342876.1625062895,1342876.1625062895,"(-1529915.797, -1062513.261]"
497,-69.2,-91.41,-24.83,932411.97,33817.64,966229.62,3.0139,966229.62,-0.00692,966288.2279182139,-966288.2279182139,"(807096.881, 1274499.417]"
498,-36.49,-13.69,25.49,491686.65,9403.82,501090.47,1.563,501090.47,-0.0036490000000000003,501105.3605269757,-501105.3605269757,"(339694.345, 807096.881]"
499,161.6,62.55,29.71,-2177586.93,184449.99,-1993136.94,-6.217,1993136.94,0.01616,-1993108.6627944412,1993108.6627944412,"(-1997318.332, -1529915.797]"
500,-62.38,62.52,-20.64,840585.06,27484.7,868069.76,2.7077,868069.76,-0.0062380000000000005,868051.0089552265,-868051.0089552265,"(807096.881, 1274499.417]"
501,-39.15,-52.52,7.88,527554.99,10825.88,538380.86,1.6793,538380.86,-0.003915,538369.7994725541,-538369.7994725541,"(339694.345, 807096.881]"
502,111.43,10.56,-54.72,-1501514.31,87697.37,-1413816.93,-4.41,1413816.93,0.011143,-1413816.842711788,1413816.842711788,"(-1529915.797, -1062513.261]"
503,34.19,-45.44,-45.46,-460755.0,8257.86,-452497.14,-1.4114,452497.14,0.0034189999999999997,-452452.4413680352,452452.4413680352,"(-595110.726, -127708.19]"
504,109.64,7.04,0.18,-1477415.71,84904.96,-1392510.75,-4.3435,1392510.75,0.010964,-1392491.5621476187,1392491.5621476187,"(-1529915.797, -1062513.261]"
505,-79.77,49.54,20.23,1074919.6,44944.81,1119864.41,3.4931,1119864.41,-0.007977,1119839.75469641,-1119839.75469641,"(807096.881, 1274499.417]"
506,84.05,-74.91,-48.67,-1132612.11,49898.79,-1082713.32,-3.3772,1082713.32,0.008405,-1082674.818206577,1082674.818206577,"(-1529915.797, -1062513.261]"
507,-173.31,104.87,7.71,2335340.28,212142.64,2547482.93,7.9461,2547482.93,-0.017331,2547486.7592273806,-2547486.7592273806,"(2209304.488, 2676707.023]"
508,77.62,7.56,22.94,-1045869.58,42548.35,-1003321.23,-3.1296,1003321.23,0.007762000000000001,-1003372.992860002,1003372.992860002,"(-1062513.261, -595110.726]"
509,88.83,86.21,0.5,-1196941.48,55728.0,-1141213.48,-3.5597,1141213.48,0.008883,-1141248.5753103977,1141248.5753103977,"(-1529915.797, -1062513.261]"
510,66.03,17.45,20.9,-889756.38,30794.27,-858962.11,-2.6793,858962.11,0.006603,-858957.2853486148,858957.2853486148,"(-1062513.261, -595110.726]"
511,151.83,56.03,28.47,-2045938.62,162821.9,-1883116.71,-5.8738,1883116.71,0.015183000000000002,-1883086.3651480724,1883086.3651480724,"(-1997318.332, -1529915.797]"
512,110.76,34.09,-18.03,-1492539.62,86652.16,-1405887.47,-4.3853,1405887.47,0.011076,-1405840.0544306776,1405840.0544306776,"(-1529915.797, -1062513.261]"
513,27.29,53.48,-19.77,-367741.83,5260.34,-362481.49,-1.1307,362481.49,0.002729,-362471.4225264543,362471.4225264543,"(-595110.726, -127708.19]"
514,70.51,29.01,32.32,-950073.68,35110.92,-914962.76,-2.854,914962.76,0.007051000000000001,-915004.7224371856,915004.7224371856,"(-1062513.261, -595110.726]"
515,42.36,-66.57,-43.23,-570778.77,12672.53,-558106.25,-1.7409,558106.25,0.004236,-558125.5904687546,558125.5904687546,"(-595110.726, -127708.19]"
516,63.73,76.13,42.09,-858812.91,28689.62,-830123.29,-2.5893,830123.29,0.006372999999999999,-830072.7931515842,830072.7931515842,"(-1062513.261, -595110.726]"
517,44.16,23.75,-45.23,-595007.03,13771.2,-581235.83,-1.813,581235.83,0.004416,-581280.5622290926,581280.5622290926,"(-595110.726, -127708.19]"
518,-31.27,-21.94,28.93,421427.38,6908.33,428335.71,1.3361,428335.71,-0.003127,428267.9225038469,-428267.9225038469,"(339694.345, 807096.881]"
519,-147.79,-85.04,3.28,1991463.48,154266.75,2145730.23,6.693,2145730.23,-0.014778999999999999,2145729.51569616,-2145729.51569616,"(1741901.952, 2209304.488]"
520,-132.6,25.46,-19.84,1786772.06,124184.08,1910956.15,5.9607,1910956.15,-0.01326,1910963.3656703697,-1910963.3656703697,"(1741901.952, 2209304.488]"
521,44.84,30.28,-16.71,-604212.3,14200.6,-590011.7,-1.8404,590011.7,0.004484,-590016.0851877611,590016.0851877611,"(-595110.726, -127708.19]"
522,-58.91,41.74,25.51,793776.8,24508.93,818285.74,2.5524,818285.74,-0.0058909999999999995,818320.3312326785,-818320.3312326785,"(807096.881, 1274499.417]"
523,-100.08,-29.2,-7.47,1348549.98,70739.46,1419289.44,4.4271,1419289.44,-0.010008,1419314.9465216305,-1419314.9465216305,"(1274499.417, 1741901.952]"
524,-173.47,17.6,-40.08,2337454.29,212526.89,2549981.18,7.9539,2549981.18,-0.017347,2550034.6333231973,-2550034.6333231973,"(2209304.488, 2676707.023]"
525,49.14,43.04,36.99,-662220.15,17058.17,-645161.98,-2.0124,645161.98,0.004914,-645104.1773285149,645104.1773285149,"(-1062513.261, -595110.726]"
526,-112.31,-42.57,25.78,1513349.89,89085.36,1602435.25,4.9983,1602435.25,-0.011231,1602459.618679637,-1602459.618679637,"(1274499.417, 1741901.952]"
527,68.12,71.22,-34.03,-917976.18,32778.6,-885197.57,-2.7611,885197.57,0.006812,-885139.6953201822,885139.6953201822,"(-1062513.261, -595110.726]"
528,-18.32,54.48,-9.33,246807.48,2369.43,249176.91,0.7772,249176.91,-0.001832,249231.58366200948,-249231.58366200948,"(-127708.19, 339694.345]"
529,-124.43,-34.81,10.97,1676623.89,109345.0,1785968.89,5.5708,1785968.89,-0.012443000000000001,1786041.444221745,-1786041.444221745,"(1741901.952, 2209304.488]"
530,-140.16,28.2,61.39,1888604.29,138742.52,2027346.8,6.3237,2027346.8,-0.014015999999999999,2027398.0989587056,-2027398.0989587056,"(1741901.952, 2209304.488]"
531,-69.8,10.84,6.19,940522.32,34408.51,974930.83,3.041,974930.83,-0.00698,974962.2423815252,-974962.2423815252,"(807096.881, 1274499.417]"
532,103.17,-20.95,12.24,-1390147.36,75170.82,-1314976.54,-4.1017,1314976.54,0.010317,-1315033.3443331735,1315033.3443331735,"(-1529915.797, -1062513.261]"
533,42.05,-32.04,43.14,-566669.4,12490.71,-554178.68,-1.7286,554178.68,0.0042049999999999995,-554133.1699559538,554133.1699559538,"(-595110.726, -127708.19]"
534,84.74,-16.89,34.84,-1141896.57,50720.22,-1091176.35,-3.4036,1091176.35,0.008473999999999999,-1091149.9579365172,1091149.9579365172,"(-1529915.797, -1062513.261]"
535,3.6,14.38,-27.09,-48523.14,91.59,-48431.55,-0.1511,48431.55,0.00036,-48418.2938179988,48418.2938179988,"(-127708.19, 339694.345]"
536,-6.97,-50.74,9.65,93922.23,343.13,94265.36,0.294,94265.36,-0.000697,94263.5384729498,-94263.5384729498,"(-127708.19, 339694.345]"
537,-78.97,43.39,-0.97,1064077.22,44042.7,1108119.92,3.4565,1108119.92,-0.007897,1108162.8652965713,-1108162.8652965713,"(807096.881, 1274499.417]"
538,22.14,-36.68,8.45,-298335.01,3462.07,-294872.94,-0.9198,294872.94,0.0022140000000000003,-294873.3727639653,294873.3727639653,"(-595110.726, -127708.19]"
539,191.27,49.4,-9.78,-2577419.79,258403.24,-2319016.56,-7.2335,2319016.56,0.019127,-2318964.742899472,2318964.742899472,"(-2464720.868, -1997318.332]"
540,113.45,-19.31,-3.5,-1528777.99,90911.01,-1437866.98,-4.485,1437866.98,0.011345000000000001,-1437827.8858945935,1437827.8858945935,"(-1529915.797, -1062513.261]"
541,-11.88,35.45,20.84,160109.09,997.15,161106.24,0.5025,161106.24,-0.001188,161079.24763350643,-161079.24763350643,"(-127708.19, 339694.345]"
542,64.09,-43.19,-7.71,-863561.04,29007.73,-834553.31,-2.6032,834553.31,0.006409000000000001,-834598.7768098756,834598.7768098756,"(-1062513.261, -595110.726]"
543,-34.39,-33.81,-1.54,463440.79,8354.42,471795.21,1.4716,471795.21,-0.003439,471756.6670325118,-471756.6670325118,"(339694.345, 807096.881]"
544,-170.98,18.35,-16.11,2304003.6,206487.58,2510491.18,7.8308,2510491.18,-0.017098,2510424.3193375436,-2510424.3193375436,"(2209304.488, 2676707.023]"
545,-43.24,-16.56,29.18,582667.78,13205.95,595873.73,1.8587,595873.73,-0.004324000000000001,595862.3647252473,-595862.3647252473,"(339694.345, 807096.881]"
546,-125.41,-37.48,-6.25,1689834.68,111074.94,1800909.62,5.6174,1800909.62,-0.012541,1800976.1922998358,-1800976.1922998358,"(1741901.952, 2209304.488]"
547,10.24,-40.36,-58.08,-137946.06,740.2,-137205.87,-0.428,137205.87,0.001024,-137242.91716487712,137242.91716487712,"(-595110.726, -127708.19]"
548,278.7,87.55,-18.61,-3755455.28,548596.23,-3206859.05,-10.0029,3206859.05,0.02787,-3206870.3528267625,3206870.3528267625,"(-3408873.99, -2932123.404]"
549,0.76,-7.72,-51.21,-10218.39,4.06,-10214.33,-0.0319,10214.33,7.6e-05,-10236.88429629955,10236.88429629955,"(-127708.19, 339694.345]"
550,-248.12,95.53,-18.03,3343411.65,434817.82,3778229.47,11.7851,3778229.47,-0.024812,3778220.186794498,-3778220.186794498,"(3611512.095, 4078914.63]"
551,22.51,79.36,5.46,-303314.4,3578.6,-299735.79,-0.9349,299735.79,0.002251,-299742.4230639962,299742.4230639962,"(-595110.726, -127708.19]"
552,70.66,-54.17,-19.78,-952150.11,35264.56,-916885.55,-2.86,916885.55,0.007065999999999999,-916876.4055720273,916876.4055720273,"(-1062513.261, -595110.726]"
553,-180.0,17.91,-6.86,2425495.28,228838.19,2654333.47,8.2794,2654333.47,-0.018,2654328.2911100504,-2654328.2911100504,"(2209304.488, 2676707.023]"
554,35.69,29.96,-26.17,-480858.82,8994.21,-471864.61,-1.4718,471864.61,0.0035689999999999997,-471924.540307183,471924.540307183,"(-595110.726, -127708.19]"
555,97.15,-18.55,-54.43,-1309082.27,66659.42,-1242422.86,-3.8754,1242422.86,0.009715000000000001,-1242431.4277520888,1242431.4277520888,"(-1529915.797, -1062513.261]"
556,73.59,26.86,3.09,-991574.39,38245.31,-953329.07,-2.9736,953329.07,0.007359,-953372.8780100705,953372.8780100705,"(-1062513.261, -595110.726]"
557,59.91,-30.43,-2.7,-807306.27,25351.54,-781954.74,-2.4391,781954.74,0.005991,-781934.3006449991,781934.3006449991,"(-1062513.261, -595110.726]"
558,-117.36,-25.36,-23.6,1581444.51,97282.68,1678727.2,5.2363,1678727.2,-0.011736,1678699.8769476027,-1678699.8769476027,"(1274499.417, 1741901.952]"
559,16.16,52.04,0.84,-217691.23,1843.36,-215847.87,-0.6733,215847.87,0.001616,-215910.7940231885,215910.7940231885,"(-595110.726, -127708.19]"
560,-169.63,-15.41,-23.57,2285692.97,203218.58,2488911.55,7.7635,2488911.55,-0.016963,2488985.4617976113,-2488985.4617976113,"(2209304.488, 2676707.023]"
561,-110.64,-33.64,16.09,1490833.85,86454.2,1577288.05,4.9199,1577288.05,-0.011064000000000001,1577326.7559772257,-1577326.7559772257,"(1274499.417, 1741901.952]"
562,11.0,158.98,-13.73,-148255.9,854.97,-147400.93,-0.4598,147400.93,0.0011,-147369.86936227354,147369.86936227354,"(-595110.726, -127708.19]"
563,-162.98,-37.22,33.57,2196131.3,187604.92,2383736.22,7.4354,2383736.22,-0.016298,2383754.9820980974,-2383754.9820980974,"(2209304.488, 2676707.023]"
564,-67.37,-37.93,18.61,907788.25,32055.07,939843.33,2.9316,939843.33,-0.006737000000000001,939863.8916645542,-939863.8916645542,"(807096.881, 1274499.417]"
565,34.42,-5.75,-25.74,-463748.91,8365.53,-455383.38,-1.4204,455383.38,0.003442,-455440.22626857087,455440.22626857087,"(-595110.726, -127708.19]"
566,74.28,-60.77,67.48,-1000900.41,38968.11,-961932.29,-3.0005,961932.29,0.007428,-961949.968800175,961949.968800175,"(-1062513.261, -595110.726]"
567,-54.75,-32.67,21.31,737718.01,21169.39,758887.4,2.3671,758887.4,-0.005475,758925.025416864,-758925.025416864,"(339694.345, 807096.881]"
568,132.0,41.1,50.44,-1778743.93,123070.65,-1655673.28,-5.1644,1655673.28,0.0132,-1655630.334351764,1655630.334351764,"(-1997318.332, -1529915.797]"
569,-18.58,-7.05,20.8,250326.91,2437.49,252764.4,0.7884,252764.4,-0.0018579999999999998,252802.8324182129,-252802.8324182129,"(-127708.19, 339694.345]"
570,208.93,-25.59,13.39,-2815327.34,308308.45,-2507018.89,-7.8199,2507018.89,0.020893000000000002,-2507015.369447165,2507015.369447165,"(-2932123.404, -2464720.868]"
571,-31.14,58.94,-27.61,419592.2,6848.29,426440.49,1.3302,426440.49,-0.003114,426458.8755427635,-426458.8755427635,"(339694.345, 807096.881]"
572,26.95,44.37,1.85,-363170.28,5130.36,-358039.92,-1.1168,358039.92,0.002695,-358020.18926992564,358020.18926992564,"(-595110.726, -127708.19]"
573,84.04,-26.74,15.74,-1132445.84,49884.14,-1082561.69,-3.3767,1082561.69,0.008404,-1082551.9406544862,1082551.9406544862,"(-1529915.797, -1062513.261]"
574,-3.44,-71.84,24.26,46293.08,83.36,46376.44,0.1447,46376.44,-0.000344,46437.41531535331,-46437.41531535331,"(-127708.19, 339694.345]"
575,-165.78,69.46,16.38,2233884.51,194110.52,2427995.03,7.5734,2427995.03,-0.016578,2427986.414800898,-2427986.414800898,"(2209304.488, 2676707.023]"
576,194.66,-33.84,51.51,-2623046.26,267632.92,-2355413.34,-7.347,2355413.34,0.019466,-2355404.464621822,2355404.464621822,"(-2464720.868, -1997318.332]"
577,-30.0,-25.29,-23.03,404252.72,6356.73,410609.45,1.2808,410609.45,-0.003,410605.1508862461,-410605.1508862461,"(339694.345, 807096.881]"
578,-39.18,23.13,45.59,527920.57,10840.89,538761.46,1.6805,538761.46,-0.003918,538790.6450730574,-538790.6450730574,"(339694.345, 807096.881]"
579,-64.9,8.56,32.54,874569.09,29751.98,904321.07,2.8208,904321.07,-0.006490000000000001,904273.2721873954,-904273.2721873954,"(807096.881, 1274499.417]"
580,-6.08,30.77,-36.47,81955.14,261.26,82216.41,0.2565,82216.41,-0.000608,82188.79919715316,-82188.79919715316,"(-127708.19, 339694.345]"
581,1.77,44.65,-31.62,-23892.13,22.2,-23869.93,-0.0745,23869.93,0.000177,-23828.538456898325,23828.538456898325,"(-127708.19, 339694.345]"
582,-48.97,-13.73,1.97,659861.58,16936.88,676798.46,2.1111,676798.46,-0.004897,676805.6011164088,-676805.6011164088,"(339694.345, 807096.881]"
583,121.19,39.05,24.17,-1633054.83,103735.92,-1529318.91,-4.7703,1529318.91,0.012119,-1529297.0500527495,1529297.0500527495,"(-1529915.797, -1062513.261]"
584,-45.02,48.74,-44.43,606636.76,14314.79,620951.55,1.9369,620951.55,-0.004502,620957.376005956,-620957.376005956,"(339694.345, 807096.881]"
585,-144.3,58.86,18.24,1944446.47,147068.48,2091514.96,6.5239,2091514.96,-0.014430000000000002,2091502.0878219535,-2091502.0878219535,"(1741901.952, 2209304.488]"
586,-83.84,29.69,37.6,1129760.53,49647.85,1179408.38,3.6788,1179408.38,-0.008384,1179385.9218815733,-1179385.9218815733,"(807096.881, 1274499.417]"
587,-89.71,20.4,-25.12,1208826.07,56840.16,1265666.22,3.9479,1265666.22,-0.008971,1265679.1060019515,-1265679.1060019515,"(807096.881, 1274499.417]"
588,-130.27,63.9,26.25,1755377.6,119858.47,1875236.07,5.8493,1875236.07,-0.013027,1875240.812228028,-1875240.812228028,"(1741901.952, 2209304.488]"
589,200.42,28.2,33.95,-2700679.16,283709.33,-2416969.83,-7.539,2416969.83,0.020041999999999997,-2416947.5027114036,2416947.5027114036,"(-2464720.868, -1997318.332]"
590,173.29,-72.04,-10.45,-2335123.59,212103.28,-2123020.32,-6.6222,2123020.32,0.017329,-2122980.695004572,2122980.695004572,"(-2464720.868, -1997318.332]"
591,147.08,32.78,53.64,-1981894.32,152787.78,-1829106.54,-5.7054,1829106.54,0.014708,-1829108.3576101544,1829108.3576101544,"(-1997318.332, -1529915.797]"
592,-126.12,-71.88,26.89,1699436.61,112340.82,1811777.43,5.6513,1811777.43,-0.012612,1811804.7396201063,-1811804.7396201063,"(1741901.952, 2209304.488]"
593,69.41,33.1,1.21,-935328.29,34029.52,-901298.78,-2.8113,901298.78,0.006940999999999999,-901269.3346740699,901269.3346740699,"(-1062513.261, -595110.726]"
594,-118.42,9.47,-30.29,1595709.64,99045.64,1694755.28,5.2863,1694755.28,-0.011842,1694748.526002298,-1694748.526002298,"(1274499.417, 1741901.952]"
595,34.76,29.32,6.71,-468442.79,8535.73,-459907.06,-1.4345,459907.06,0.003476,-459855.5829902524,459855.5829902524,"(-595110.726, -127708.19]"
596,6.44,-48.24,-34.48,-86801.29,293.08,-86508.21,-0.2698,86508.21,0.000644,-86485.77083341296,86485.77083341296,"(-127708.19, 339694.345]"
597,-89.15,10.88,-15.91,1201320.82,56136.54,1257457.36,3.9223,1257457.36,-0.008915000000000001,1257425.7046966867,-1257425.7046966867,"(807096.881, 1274499.417]"
598,38.87,36.91,5.36,-523748.25,10670.21,-513078.04,-1.6004,513078.04,0.003887,-513100.27765912726,513100.27765912726,"(-595110.726, -127708.19]"
599,-13.77,-26.2,-16.09,185537.52,1339.03,186876.55,0.5829,186876.55,-0.001377,186889.30478536605,-186889.30478536605,"(-127708.19, 339694.345]"
600,-98.0,-20.15,2.99,1320568.72,67834.35,1388403.07,4.3307,1388403.07,-0.0098,1388377.0995218006,-1388377.0995218006,"(1274499.417, 1741901.952]"
601,-87.21,-65.95,-31.29,1175214.14,53723.17,1228937.32,3.8333,1228937.32,-0.008721,1228867.8193613712,-1228867.8193613712,"(807096.881, 1274499.417]"
602,43.03,-5.4,17.5,-579774.72,13075.14,-566699.59,-1.7677,566699.59,0.004303,-566749.7328088355,566749.7328088355,"(-595110.726, -127708.19]"
603,72.14,-58.04,6.82,-972042.4,36753.44,-935288.95,-2.9174,935288.95,0.007214,-935326.6407108548,935326.6407108548,"(-1062513.261, -595110.726]"
604,46.2,-1.63,-18.2,-622571.07,15076.67,-607494.39,-1.8949,607494.39,0.00462,-607467.5358892778,607467.5358892778,"(-1062513.261, -595110.726]"
605,-7.12,-6.61,-4.71,95923.02,357.91,96280.93,0.3003,96280.93,-0.000712,96299.70869733683,-96299.70869733683,"(-127708.19, 339694.345]"
606,106.65,34.63,42.71,-1437066.67,80330.68,-1356735.99,-4.232,1356735.99,0.010665000000000001,-1356769.060214812,1356769.060214812,"(-1529915.797, -1062513.261]"
607,96.3,-38.48,-8.77,-1297693.56,65504.62,-1232188.94,-3.8435,1232188.94,0.00963,-1232139.082966869,1232139.082966869,"(-1529915.797, -1062513.261]"
608,11.14,-40.29,-27.34,-150101.12,876.39,-149224.73,-0.4655,149224.73,0.001114,-149234.47063539707,149234.47063539707,"(-595110.726, -127708.19]"
609,-76.72,-62.63,36.68,1033822.76,41573.81,1075396.56,3.3544,1075396.56,-0.007672,1075370.0827784138,-1075370.0827784138,"(807096.881, 1274499.417]"
610,92.16,-63.38,13.97,-1241885.33,59991.63,-1181893.71,-3.6866,1181893.71,0.009216,-1181863.4006159382,1181863.4006159382,"(-1529915.797, -1062513.261]"
611,92.83,14.65,6.79,-1250931.57,60868.8,-1190062.77,-3.7121,1190062.77,0.009283,-1190016.2237727335,1190016.2237727335,"(-1529915.797, -1062513.261]"
612,72.34,28.06,-10.87,-974799.78,36962.26,-937837.53,-2.9253,937837.53,0.007234,-937817.5426065921,937817.5426065921,"(-1062513.261, -595110.726]"
613,23.69,1.2,55.37,-319189.94,3963.02,-315226.93,-0.9833,315226.93,0.002369,-315257.82766030246,315257.82766030246,"(-595110.726, -127708.19]"
614,16.93,-7.7,-9.81,-228167.61,2025.05,-226142.56,-0.7054,226142.56,0.001693,-226106.55046950467,226106.55046950467,"(-595110.726, -127708.19]"
615,43.57,-5.78,22.65,-587108.97,13408.03,-573700.94,-1.7895,573700.94,0.004357,-573695.9192211195,573695.9192211195,"(-595110.726, -127708.19]"
616,-126.96,-2.44,-8.88,1710796.63,113847.74,1824644.37,5.6915,1824644.37,-0.012695999999999999,1824625.1745549575,-1824625.1745549575,"(1741901.952, 2209304.488]"
617,-183.32,-7.21,-18.57,2470274.58,237365.77,2707640.35,8.4457,2707640.35,-0.018331999999999998,2707584.520354036,-2707584.520354036,"(2676707.023, 3144109.559]"
618,126.01,-82.68,-49.4,-1698021.41,112153.79,-1585867.62,-4.9467,1585867.62,0.012601000000000001,-1585830.8872600659,1585830.8872600659,"(-1997318.332, -1529915.797]"
619,-83.53,32.37,1.57,1125551.94,49278.64,1174830.58,3.6645,1174830.58,-0.008353,1174842.23195335,-1174842.23195335,"(807096.881, 1274499.417]"
620,47.02,-3.87,4.67,-633636.77,15617.39,-618019.38,-1.9277,618019.38,0.0047020000000000005,-617977.1085268563,617977.1085268563,"(-1062513.261, -595110.726]"
621,-8.81,-6.39,4.9,118691.89,547.99,119239.88,0.3719,119239.88,-0.0008810000000000001,119262.52258064752,-119262.52258064752,"(-127708.19, 339694.345]"
622,68.59,-22.08,-20.3,-924242.95,33227.67,-891015.28,-2.7793,891015.28,0.0068590000000000005,-891019.1076560231,891019.1076560231,"(-1062513.261, -595110.726]"
623,-21.34,-10.53,23.22,287586.42,3217.1,290803.52,0.9071,290803.52,-0.002134,290771.88192438066,-290771.88192438066,"(-127708.19, 339694.345]"
624,-67.83,6.47,-35.09,914010.34,32496.0,946506.33,2.9524,946506.33,-0.006783,946501.6235297461,-946501.6235297461,"(807096.881, 1274499.417]"
625,157.62,-4.72,17.38,-2123903.88,175467.77,-1948436.12,-6.0776,1948436.12,0.015762,-1948451.6926822215,1948451.6926822215,"(-1997318.332, -1529915.797]"
626,-218.45,-34.55,-9.63,2943649.32,337054.22,3280703.55,10.2332,3280703.55,-0.021845,3280646.1621451178,-3280646.1621451178,"(3144109.559, 3611512.095]"
627,73.32,24.83,-20.25,-987993.67,37969.59,-950024.08,-2.9633,950024.08,0.007331999999999999,-950014.7943972999,950014.7943972999,"(-1062513.261, -595110.726]"
628,-72.68,76.43,-23.53,979349.78,37308.11,1016657.9,3.1712,1016657.9,-0.007268000000000001,1016668.2986750263,-1016668.2986750263,"(807096.881, 1274499.417]"
629,41.66,23.02,3.37,-561424.97,12260.58,-549164.39,-1.713,549164.39,0.0041659999999999996,-549108.5192128773,549108.5192128773,"(-595110.726, -127708.19]"
630,-152.14,73.38,-6.12,2050017.02,163471.7,2213488.72,6.9043,2213488.72,-0.015213999999999998,2213560.448213903,-2213560.448213903,"(2209304.488, 2676707.023]"
631,17.2,3.88,27.88,-231752.56,2089.18,-229663.37,-0.7164,229663.37,0.00172,-229679.70259397206,229679.70259397206,"(-595110.726, -127708.19]"
632,-57.27,-82.08,-3.42,771723.13,23165.98,794889.11,2.4794,794889.11,-0.005727,794875.6847190278,-794875.6847190278,"(339694.345, 807096.881]"
633,-156.14,-1.68,6.19,2103959.48,172187.8,2276147.28,7.0998,2276147.28,-0.015614,2276169.619223678,-2276169.619223678,"(2209304.488, 2676707.023]"
634,1.73,1.44,-15.42,-23276.95,21.08,-23255.88,-0.0725,23255.88,0.000173,-23290.529163011553,23290.529163011553,"(-127708.19, 339694.345]"
635,9.03,52.7,0.49,-121687.15,575.99,-121111.16,-0.3778,121111.16,0.0009029999999999999,-121102.9075176348,121102.9075176348,"(-127708.19, 339694.345]"
636,40.64,38.15,26.82,-547628.94,11665.42,-535963.52,-1.6718,535963.52,0.004064,-535956.9671476708,535956.9671476708,"(-595110.726, -127708.19]"
637,28.83,46.35,-13.88,-388471.82,5870.12,-382601.71,-1.1934,382601.71,0.0028829999999999997,-382612.44239597546,382612.44239597546,"(-595110.726, -127708.19]"
638,-57.42,-23.1,-88.62,773685.5,23283.94,796969.45,2.4859,796969.45,-0.005742000000000001,797018.4335934747,-797018.4335934747,"(339694.345, 807096.881]"
639,-192.18,35.47,17.43,2589649.64,260861.3,2850510.94,8.8914,2850510.94,-0.019218,2850470.259677671,-2850470.259677671,"(2676707.023, 3144109.559]"
640,65.3,3.27,-8.3,-879946.61,30118.98,-849827.63,-2.6508,849827.63,0.006529999999999999,-849797.6934456581,849797.6934456581,"(-1062513.261, -595110.726]"
641,26.87,-49.99,19.19,-362039.27,5098.46,-356940.81,-1.1134,356940.81,0.002687,-356972.60295608715,356972.60295608715,"(-595110.726, -127708.19]"
642,-153.87,10.68,48.32,2073444.9,167229.4,2240674.3,6.9891,2240674.3,-0.015387,2240611.1780940103,-2240611.1780940103,"(2209304.488, 2676707.023]"
643,-37.35,28.34,63.21,503339.57,9854.84,513194.42,1.6008,513194.42,-0.003735,513142.3285234225,-513142.3285234225,"(339694.345, 807096.881]"
644,74.48,89.67,-3.94,-1003558.2,39175.34,-964382.86,-3.0081,964382.86,0.007448000000000001,-964434.8248824961,964434.8248824961,"(-1062513.261, -595110.726]"
645,-23.49,-33.47,25.38,316556.11,3897.88,320453.99,0.9996,320453.99,-0.002349,320423.78036001726,-320423.78036001726,"(-127708.19, 339694.345]"
646,-87.08,28.58,38.66,1173394.83,53556.97,1226951.8,3.8271,1226951.8,-0.008708,1226956.0472499947,-1226956.0472499947,"(807096.881, 1274499.417]"
647,106.87,22.97,9.4,-1440046.09,80664.12,-1359381.97,-4.2402,1359381.97,0.010687,-1359401.7758388883,1359401.7758388883,"(-1529915.797, -1062513.261]"
648,-9.39,117.86,-3.55,126545.18,622.9,127168.08,0.3967,127168.08,-0.0009390000000000001,127152.55057524961,-127152.55057524961,"(-127708.19, 339694.345]"
649,43.52,21.92,-50.93,-586467.87,13378.77,-573089.1,-1.7876,573089.1,0.004352,-573052.9268527952,573052.9268527952,"(-595110.726, -127708.19]"
650,-53.81,16.83,34.24,725031.77,20447.57,745479.34,2.3253,745479.34,-0.005381,745537.8301176063,-745537.8301176063,"(339694.345, 807096.881]"
651,-100.36,25.08,10.22,1352336.6,71137.28,1423473.87,4.4401,1423473.87,-0.010036,1423484.32383663,-1423484.32383663,"(1274499.417, 1741901.952]"
652,56.92,-60.6,18.81,-767059.27,22886.82,-744172.44,-2.3212,744172.44,0.005692,-744111.405439863,744111.405439863,"(-1062513.261, -595110.726]"
653,-42.92,61.92,19.71,578410.52,13013.68,591424.19,1.8448,591424.19,-0.004292,591355.6482691438,-591355.6482691438,"(339694.345, 807096.881]"
654,-13.51,37.18,-26.14,182007.13,1288.56,183295.69,0.5717,183295.69,-0.001351,183335.72166995314,-183335.72166995314,"(-127708.19, 339694.345]"
655,89.97,-14.3,-24.33,-1212346.3,57171.69,-1155174.62,-3.6032,1155174.62,0.008997,-1155170.3828909278,1155170.3828909278,"(-1529915.797, -1062513.261]"
656,78.39,-60.63,19.2,-1056305.69,43401.71,-1012903.98,-3.1595,1012903.98,0.007839,-1012900.2603267088,1012900.2603267088,"(-1062513.261, -595110.726]"
657,-53.2,11.82,32.97,716840.82,19988.17,736828.99,2.2983,736828.99,-0.00532,736857.0728101515,-736857.0728101515,"(339694.345, 807096.881]"
658,-32.86,3.95,-31.59,442768.34,7625.72,450394.06,1.4049,450394.06,-0.003286,450413.27393880277,-450413.27393880277,"(339694.345, 807096.881]"
